Year,Artist,Artist (original),Name,Spotify,RAND
1997,SHANIA TWAIN,SHANIA TWAIN,You're Still The One,http://open.spotify.com/track/1wb4P4F0sxAQ2KXrRvsx6n,0.243059918
2010,KATY PERRY,KATY PERRY,Firework,http://open.spotify.com/track/4r6eNCsrZnQWJzzvFh4nlg,0.368935195
2007,MILOW,MILOW,You Don't Know,http://open.spotify.com/track/6dMQuOXNGWXlSXesJvfUgd,0.156813303
2013,AVICII,AVICII,Hey Brother,http://open.spotify.com/track/4lhqb6JvbHId48OUJGwymk,0.512780018
1985,A HA,A-HA,Take On Me,http://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,0.33730396
1985,WHAM!,WHAM!,Last Christmas,http://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,0.515682226
2002,T.A.T.U,T.A.T.U,All The Things She Said,https://open.spotify.com/track/4bJygwUKrRgq1stlNXcgMg?si=32340ed7f04546c1,0.867151399
1984,MADONNA,MADONNA,Holiday,http://open.spotify.com/track/3ibAzRj9JnowdoLkyllk3n,0.710926588
1993,HADDAWAY,HADDAWAY,What Is Love,http://open.spotify.com/track/2IHaGyfxNoFPLJnaEg4GTs,0.783918691
2019,P!NK & CASH CASH,P!NK,Can We Pretend,http://open.spotify.com/track/3O0e0LHTpza0rYVDbZfQ4r,0.887469229
1992,WHITNEY HOUSTON,WHITNEY HOUSTON,I Will Always Love You,http://open.spotify.com/track/4eHbdreAnSOrDDsFfc4Fpm,0.021593615
2015,JUSTIN BIEBER,JUSTIN BIEBER,What Do You Mean?,http://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,0.171824684
1983,BILLY JOEL,BILLY JOEL,Uptown Girl,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh?si=943ed78df9e84d68,0.84978994
2022,DEAN LEWIS,DEAN LEWIS,How Do I Say Goodbye,http://open.spotify.com/track/5hnGrTBaEsdukpDF6aZg8a,0.762905499
2017,BLANCHE,BLANCHE,City Lights,http://open.spotify.com/track/5v3oL4EOGmzFjo7S3O7IFH,0.830757776
2013,A GREAT BIG WORLD & CHRISTINA AGUILERA ,A GREAT BIG WORLD,Say Something,http://open.spotify.com/track/6Vc5wAMmXdKIAM7WUoEb7N,0.623489106
1985,BRUCE SPRINGSTEEN,BRUCE SPRINGSTEEN,Born In The U.S.A.,http://open.spotify.com/track/62OgUIojIOjvMDd1ZmdNcV,0.234349478
2019,LAUREN DAIGLE,LAUREN DAIGLE,You Say,http://open.spotify.com/track/6Up545NUflOiXo8cEraH49,0.840995687
2003,AVRIL LAVIGNE,AVRIL LAVIGNE,I'm With You,http://open.spotify.com/track/1jlG3KJ3gdYmhfuySFfpO1,0.507188217
1984,TINA TURNER,TINA TURNER,What's Love Got To Do With It,http://open.spotify.com/track/4kOfxxnW1ukZdsNbCKY9br,0.434691319
1999,MILK INC,MILK INC.,In My Eyes,http://open.spotify.com/track/0SLo2NMdtIYULZE790B3Iy,0.905864767
2021,"KRIS KROSS AMSTERDAM, ANTOON & SIGOURNEY K",KRIS KROSS AMSTERDAM,Vluchtstrook,https://open.spotify.com/track/63JrADDfrcjOaI6lyVkN3c,0.802837568
2018,LADY GAGA,LADY GAGA,Always Remember Us This Way,http://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,0.779521568
1989,BILLY JOEL,BILLY JOEL,We Didn't Start The Fire,http://open.spotify.com/track/38bDGWuyYdSdNfrFfbCiVS,0.421503128
2021,OFENBACH & ELLA HENDERSON,OFENBACH,Hurricane,http://open.spotify.com/track/0iVkWge9ytV4Scgy2hQ2za,0.652016488
2014,CALVIN HARRIS & ELLIE GOULDING,CALVIN HARRIS,Outside,http://open.spotify.com/track/70CuZJtPDdCD3cphDDhjJq,0.805918923
1998,VENGABOYS,VENGABOYS,Boom Boom Boom Boom,http://open.spotify.com/track/2Ld2LehpgQNREMxl9LlIzm,0.140468587
2009,MILEY CYRUS,MILEY CYRUS,The Climb,https://open.spotify.com/track/5x5JM1BSB6vollcIzDocqT?si=b48701a0cbec4d6a,0.767309
1974,LED ZEPPELIN,LED ZEPPELIN,Stairway To Heaven,https://open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc?si=f53a686af15e4b3e,0.777076949
2009,BLACK EYED PEAS,BLACK EYED PEAS,I Gotta Feeling,http://open.spotify.com/track/2H1047e0oMSj10dgp7p2VG,0.125280632
2022,POMMELIEN THIJS,POMMELIEN THIJS,Ongewoon,http://open.spotify.com/track/7AVHDeAjfn0zfMnYRhp0oI,0.850033457
1991,GORKI,GORKI,Anja,http://open.spotify.com/track/5CYcMqzaGqY0dIw292OOES,0.673393308
2000,COLDPLAY,COLDPLAY,Yellow,http://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,0.898060466
2003,EVANESCENCE,EVANESCENCE,Bring Me To Life,http://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0.44557664
2000,PAPA ROACH,PAPA ROACH,Last Resort,https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky?si=7cbd405d342c44e9,0.113571117
2023,OFENBACH & NORMA JEAN MARTINE,OFENBACH,Overdrive,http://open.spotify.com/track/4fo7zZTzAJd66iUxDQ5xUD,0.952602215
2010,THE BAND PERRY,THE BAND PERRY,If I Die Young,https://open.spotify.com/track/4aY0tZIaboefmkBEsjAovI?si=5fcd57c9138a4c5c,0.382004888
2019,MARCO BORSATO & ARMIN VAN BUUREN & DAVINA MICHELLE,MARCO BORSATO,Hoe Het Danst,http://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq,0.628950746
2000,MILK INC,MILK INC.,Walk On Water,https://open.spotify.com/track/6Phug5Bw0QShaFvRMeBVzZ,0.682148285
1991,NIRVANA,NIRVANA,Smells Like Teen Spirit,http://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T,0.539656155
2004,BRITNEY SPEARS,BRITNEY SPEARS,Toxic,http://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,0.356648373
2021,ELTON JOHN & DUA LIPA,ELTON JOHN,Cold Heart (Pnau Remix),http://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,0.246040571
2020,TIËSTO,TIËSTO,The Business,http://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,0.768750011
2015,ADELE,ADELE,Water Under The Bridge,https://play.spotify.com/track/5jRMDFLiQaa4PKfabTMNYQ,0.976875303
2024,DAVID GUETTA & ONEREPUBLIC,DAVID GUETTA,I Don't Wanna Wait,https://open.spotify.com/track/331l3xABO0HMr1Kkyh2LZq?si=0cad6c8b876545aa,0.551318113
1994,CRANBERRIES,CRANBERRIES,Zombie,http://open.spotify.com/track/7EZC6E7UjZe63f1jRmkWxt,0.895157776
2018,P!NK,P!NK,A Million Dreams,http://open.spotify.com/track/0oagwWkGlBoACUuKvTmqZV,0.845412006
2003,WIM SOUTAER,WIM SOUTAER,Allemaal,http://open.spotify.com/track/5uswrfRMA6MpRICWXEE1Uq,0.200593394
1983,ELTON JOHN,ELTON JOHN,I'm Still Standing,http://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2,0.647027413
2015,EMMA BALE,EMMA BALE,Run,http://open.spotify.com/track/4dqnFd0dfgh4HgZ1w3AGTE,0.47220871
2023,DUA LIPA,DUA LIPA,Houdini,https://open.spotify.com/track/4OMJGnvZfDvsePyCwRGO7X,0.256182891
2023,DUA LIPA,DUA LIPA,Dance The Night,https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA,0.056217253
2000,3 DOORS DOWN,3 DOORS DOWN,Kryptonite,http://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,0.995826748
2024,BEYONCÉ,BEYONCÉ,Texas Hold 'Em ,http://open.spotify.com/track/0Z7nGFVCLfixWctgePsRk9,0.412956653
1998,ULTIMATE KAOS,ULTIMATE KAOS,Casanova,https://open.spotify.com/track/6erBz7zbZ20KvWapbjSfID,0.627147757
1997,HANSON,HANSON,Mmmbop,http://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8,0.237893712
2006,BLACK EYED PEAS,BLACK EYED PEAS,Pump It,http://open.spotify.com/track/6btyEL6NwUa97Nex9cZFvo,0.904317046
1981,OLIVIA NEWTON-JOHN,OLIVIA NEWTON-JOHN,Physical,http://open.spotify.com/track/4gitetlGHZ9LfuJhwUhEhF,0.240191221
2021,OFENBACH & ELLA HENDERSON,OFENBACH,Hurricane,http://open.spotify.com/track/0iVkWge9ytV4Scgy2hQ2za,0.480795746
2013,OZARK HENRY,OZARK HENRY,I'm Your Sacrifice,http://open.spotify.com/track/4WVFyCRW1ynI6J7BQyJLEm,0.645650616
2002,PHIL COLLINS,PHIL COLLINS,Can't Stop Loving You,https://open.spotify.com/track/2W6PNGCN4PGwPMf1jYazL4,0.971594652
2011,GOTYE and KIMBRA,GOTYE,Somebody That I Used To Know,http://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV,0.74843789
1995,NIGHTCRAWLERS,NIGHTCRAWLERS,Push The Feeling On,http://open.spotify.com/track/1EWsVHU4FNAdtN4R8FETag,0.844243284
2010,K'NAAN,K'NAAN,Wavin' Flag,http://open.spotify.com/track/0mBREiw4ppCXccM7rsk2RC,0.559881046
1998,NATALIE IMBRUGLIA,NATALIE IMBRUGLIA,Torn,https://open.spotify.com/track/3APayTEWiUl9Ssep4BOXR2,0.101872445
2024,SHABOOZEY,SHABOOZEY,A Bar Song (Tipsy),http://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,0.111610482
2024,SABRINA CARPENTER,SABRINA CARPENTER,Espresso,https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,0.631283552
2022,P!NK,P!NK,Never Gonna Not Dance Again,https://open.spotify.com/track/6sZo5nJIsFWXefRCCexpx0,0.084475443
2021,THE KID LAROI & JUSTIN BIEBER,THE KID LAROI,Stay,http://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,0.529626086
1983,LIONEL RICHIE,LIONEL RICHIE,All Night Long,http://open.spotify.com/track/7gaQtc0vrSpmRJpSMDiPEk,0.632660073
2022,ED SHEERAN,ED SHEERAN,Celestial,https://open.spotify.com/track/4zrKN5Sv8JS5mqnbVcsul7,0.33166081
1998,CELINE DION,CELINE DION,My Heart Will Go On,https://open.spotify.com/track/3oEHQmhvFLiE7ZYES0ulzv?si=nhIs0HiQSs60JEw1RJZc4Q,0.825608939
1985,BRYAN ADAMS,BRYAN ADAMS,Heaven,http://open.spotify.com/track/3wvfuyGNtR7ySfRkhtXtO9,0.254033191
1992,U2,U2,One,http://open.spotify.com/track/7fGwROu7fgPGy0Ru8Q5nBJ,0.515830426
1988,DIRE STRAITS,DIRE STRAITS,Brothers In Arms,http://open.spotify.com/track/26tWBbtjvgi0tipRL2VQ2X,0.816603144
2010,KATY PERRY and SNOOP DOGG,KATY PERRY,California Gurls,http://open.spotify.com/track/0uslfroVWg7qGWhdduwC0K,0.096698641
1978,BEE GEES,BEE GEES,Stayin' Alive,http://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk,0.708562912
2013,BASTILLE,BASTILLE,Pompeii,http://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795,0.099013882
2021,LOST FREQUENCIES & CALUM SCOTT,LOST FREQUENCIES,Where Are You Now ,http://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z,0.039219165
2003,JENNIFER LOPEZ,JENNIFER LOPEZ,Jenny From The Block,https://open.spotify.com/track/7LqjznQwfrax7MjQXmxqdQ,0.68248644
2007,FIXKES,FIXKES,Kvraagetaan,http://open.spotify.com/track/3Q4O3GO7XqwRxuzvZ5I8NU,0.7817003
2013,DEMI LOVATO,DEMI LOVATO,Let It Go,http://open.spotify.com/track/1A2PVHd6kWaMlaJVkMfXmz,0.757612561
2002,ENRIQUE IGLESIAS,ENRIQUE IGLESIAS,Escape,https://open.spotify.com/track/4anDsZBavxjw3Ktw6ICGYd,0.514726407
2015,AXWELL & INGROSSO,AXWELL & INGROSSO,Sun Is Shining,https://open.spotify.com/track/4b2tcjrG1qUkSdsqEFP2dB,0.831335124
2021,P!NK & WILLOW SAGE HART,P!NK,Cover Me In Sunshine,http://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2,0.103845634
2005,COLDPLAY,COLDPLAY,Fix You,http://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,0.015544505
2011,LYKKE LI,LYKKE LI,I Follow Rivers,http://open.spotify.com/track/4Jv7lweGIUOFQ7Oq2AtAh9,0.34252083
2021,CAMILLE,CAMILLE,Vuurwerk,http://open.spotify.com/track/0ij4IjHf1J5gEz7vdX6fAk,0.302276939
2021,COLDPLAY & BTS,COLDPLAY,My Universe,https://open.spotify.com/track/7btzRuXC6Ed3rIyomBRkO2?si=dd1b22933d1f41db,0.264774145
1997,ANOUK,ANOUK,Sacrifice,http://open.spotify.com/track/09SBfIEWAvQcQtAzuhL3p5,0.837736211
2023,MARK AMBOR,MARK AMBOR,Good To Be,https://open.spotify.com/track/2hPGC3ZuGsJUF1ixwzNMU6,0.937373087
1988,BILL MEDLEY and JENNIFER WARNES,BILL MEDLEY,(I've Had) The Time Of My Life,http://open.spotify.com/track/6W7ztLBiRzBN46ZaPAcQ0F,0.204059432
2021,TOM GRENNAN,TOM GRENNAN,Little Bit Of Love,http://open.spotify.com/track/78q4ESvMkPVJzHAV11LAGE,0.069746831
1988,TOTO,TOTO,Stop Loving You,http://open.spotify.com/track/73bzcsDjx9FqzqKWcPLMiH,0.402311354
1986,CHRIS REA,CHRIS REA,Driving Home For Christmas,http://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ,0.694266509
1984,LIMAHL,LIMAHL,Never Ending Story,https://open.spotify.com/track/1F43XlPBiwAUUIhrUGzylO?si=698535226b874661,0.042069219
2022,ELTON JOHN & BRITNEY SPEARS,ELTON JOHN,Hold Me Closer,https://open.spotify.com/track/72yP0DUlWPyH8P7IoxskwN,0.387878903
2009,DAVID GUETTA and KELLY ROWLAND,DAVID GUETTA,When Love Takes Over,http://open.spotify.com/track/77FULy278MulVvGWS8BfK7,0.557693145
1983,MICHAEL JACKSON,MICHAEL JACKSON,Thriller,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,0.897364444
1995,ALANIS MORISSETTE,ALANIS MORISSETTE,You Oughta Know,http://open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV,0.912579931
1990,ROXETTE,ROXETTE,It Must Have Been Love,http://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn,0.316020435
2014,JAMES BAY,JAMES BAY,Hold Back The River,http://open.spotify.com/track/7tmtOEDxPN7CWaQWBsG1DY,0.755733331
2005,KELLY CLARKSON,KELLY CLARKSON,Since U Been Gone,http://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd,0.977113346
2013,AVICII,AVICII,Wake Me Up,http://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,0.90072338
2003,JASPER STEVERLINCK,JASPER STEVERLINCK,Life On Mars,http://open.spotify.com/track/7jPHiYuun1ZQCWaSvS9TaJ,0.15986999
2012,RIHANNA,RIHANNA,Diamonds,http://open.spotify.com/track/1z9kQ14XBSN0r2v6fx4IdG,0.729767459
2013,MACKLEMORE & RYAN LEWIS,MACKLEMORE & RYAN LEWIS,Thrift Shop,http://open.spotify.com/track/6CjtS2JZH9RkDz5UVInsa9,0.046019269
2021,ED SHEERAN,ED SHEERAN,Bad Habits,http://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,0.464130555
1978,IGGY POP,IGGY POP,The Passenger,http://open.spotify.com/track/3yP0cohcr97BUNJcgvmSVg,0.137166201
1964,FRANK SINATRA,FRANK SINATRA,Fly Me To The Moon,https://open.spotify.com/track/1PVTvvxpSkyJWemW1CwVVk?si=f1f8e5d11d474a92,0.723286577
2009,JASON MRAZ,JASON MRAZ,I'm Yours,http://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,0.016402232
2009,FOO FIGHTERS,FOO FIGHTERS,Wheels,http://open.spotify.com/track/3KsatAMRt1a7iryhWt5I8U,0.696617222
2015,ADELE,ADELE,Hello,https://open.spotify.com/track/1MDoll6jK4rrk2BcFRP5i7,0.695628752
2007,RIHANNA,RIHANNA,Umbrella,http://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,0.906483016
2018,BLØF & GEIKE ARNAERT,BLØF,Zoutelande,http://open.spotify.com/track/5rYilIuAwh6HhpVB44HI31,0.261608285
2011,CHRIS BROWN,CHRIS BROWN ,Yeah 3 X,http://open.spotify.com/track/0AUIjHlr9KfbVoemhhxHS6,0.377480735
2000,*NSYNC,*NSYNC,Bye Bye Bye,https://open.spotify.com/track/4r8lRYnoOGdEi6YyI5OC1o?si=3ca6c57117264591,0.643549868
1990,KREUNERS,KREUNERS,Ik Wil Je,http://open.spotify.com/track/273tQPryjrhviHolX8Dkpm,0.653210022
1987,U2,U2,I Still Haven't Found What I'm Looking For,http://open.spotify.com/track/6wpGqhRvJGNNXwWlPmkMyO,0.150838526
1987,FLEETWOOD MAC,FLEETWOOD MAC,Everywhere,http://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,0.439525426
1986,BANGLES,BANGLES,Walk Like An Egyptian,http://open.spotify.com/track/1Jwc3ODLQxtbnS8M9TflSP,0.091090764
1994,WET WET WET,WET WET WET,Love Is All Around,http://open.spotify.com/track/0PCGfA36HrVPmsBZJ57zOU,0.801966906
1986,BRYAN ADAMS,BRYAN ADAMS,Christmas Time,http://open.spotify.com/track/6aoWJSqAgHXacunJ2tdijv,0.416965322
1993,QUEEN & GEORGE MICHAEL,QUEEN,Somebody To Love,http://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,0.452648533
1999,BACKSTREET BOYS,BACKSTREET BOYS,I Want It That Way,http://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya,0.754205077
2014,CALVIN HARRIS,CALVIN HARRIS,Summer,http://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,0.976106608
2012,FLO RIDA & SIA,FLO RIDA,Wild Ones,http://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,0.365687791
1997,REMBRANDTS,REMBRANDTS,I'll Be There For You,http://open.spotify.com/track/15tHagkk8z306XkyOHqiip,0.075590767
2016,BAZART,BAZART,Chaos,http://open.spotify.com/track/2TJOzo6Ea0rs1YuyaaXIXT,0.39676816
2024,LOST FREQUENCIES & BASTILLE,LOST FREQUENCIES,Head Down,https://open.spotify.com/track/7v4lL0VxQV8yTv29Tpf2sH,0.75271876
2017,ED SHEERAN,ED SHEERAN,Perfect,http://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.051315622
2022,TATE MCRAE,TATE MCRAE,She's All I Wanna Be,http://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW,0.526884557
2002,CELINE DION,CELINE DION,I'm Alive,http://open.spotify.com/track/2FTZeRHQ4gRPViPMpWL9uX,0.468598699
2011,DAVID GUETTA & SIA,DAVID GUETTA,Titanium,http://open.spotify.com/track/0lHAMNU8RGiIObScrsRgmP,0.373796202
1984,QUEEN,QUEEN,I Want To Break Free,http://open.spotify.com/track/7h2yhVxcZOGyQdOwD4Hu8J,0.330431769
2012,THE SCRIPT & WILL.I.AM ,THE SCRIPT,Hall Of Fame,http://open.spotify.com/track/1X1DWw2pcNZ8zSub3uhlNz,0.639977671
2021,METEJOOR & EMMA HEESTERS,METEJOOR,Rendez-Vous,http://open.spotify.com/track/1pz6PTEHHrXWvkm6ktNUhm,0.580060216
1999,PHIL COLLINS,PHIL COLLINS,You'll Be In My Heart,http://open.spotify.com/track/1fTDYdx5zYfWJSX0JlKO8o,0.797513041
1990,URBANUS,URBANUS,Bakske Vol Met Stro,https://open.spotify.com/track/12GTSKBxbvC7xV0n16ZwKP?si=04ef7930c1f741c2,0.568445499
2011,SNOOP DOGG and DAVID GUETTA,SNOOP DOGG,Sweat,https://open.spotify.com/track/02yUHcUT4HckhJNrftZZtY,0.406885257
2014,WALK THE MOON,WALK THE MOON,Shut Up And Dance,http://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA,0.519288498
2011,ADELE,ADELE,Rolling In The Deep,http://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X,0.954441288
1982,DEXYS MIDNIGHT RUNNERS,DEXYS MIDNIGHT RUNNERS,Come On Eileen,https://open.spotify.com/track/3MrWxJaD2AT0W9DjWF64Vm?si=3e5e7c61738c4f9c,0.599848848
2003,COLDPLAY,COLDPLAY,Clocks,http://open.spotify.com/track/0BCPKOYdS2jbQ8iyB56Zns,0.607404071
2022,GEORGE EZRA,GEORGE EZRA,Anyone For You,http://open.spotify.com/track/5iFQfP3AqVnHHS89LKQisL,0.127892915
2023,DAVID KUSHNER,DAVID KUSHNER,Daylight,https://open.spotify.com/track/4Gg1tYCl7rWR4laKbdtPA4?si=446ae43ef9064203,0.845090069
2002,COLDPLAY,COLDPLAY,The Scientist,http://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,0.228090707
2015,DUA LIPA,DUA LIPA,Be The One,http://open.spotify.com/track/1ixphys4A3NEXp6MDScfih,0.441950599
2008,ALPHABEAT,ALPHABEAT,Fascination,http://open.spotify.com/track/5AKQ1JHezaXDmN5SyMSpEr,0.555422
2013,DAFT PUNK & PHARRELL WILLIAMS,DAFT PUNK,Get Lucky,http://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,0.314515847
2021,MÅNESKIN,MÅNESKIN,Beggin',http://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,0.016236624
